image;caption
2925163296.jpg; A runner holds up an index finger while she runs .
2925163296.jpg; A short-haired fairly young women is running in some type of race and is a man behind her running in the same race .
86124605.jpg; A lady in dark clothing is holding a plastic bag .
86124605.jpg; A woman in a brown shirt is making rice .
86124605.jpg; A very happy looking young woman preparing a snack .
4722363751.jpg; Here is a picture of people waiting for their turn to cross the street on or for the bus to take them to school or work .
4722363751.jpg; Two women and a man standing at a stoplight .
4722363751.jpg; View of an intersection with city buses and a police car .
381760243.jpg; A girl in a white shirt and blue tie plays her solo into the microphone .
381760243.jpg; a young woman is playing a trombone .
381760243.jpg; A young woman in a white shirt and blue tie is playing a trumpet .
4859978011.jpg; A woman is walking in a purple shirt and pink scarf .
4859978011.jpg; A woman in a purple blouse and big black hat strolls down the street while listening to music on her mp3 player .
4859978011.jpg; A person in a purple dress , black hat , and pink scarf runs on a road .
538345634.jpg; A man in short-sleeved shirt and jeans is trying to fix a headlight with duct tape .
538345634.jpg; A man with blue eyes and a brown patterned shirt has his hands on the headlight of a car .
538345634.jpg; A man in a brown plaid shirt has his hands on a car 's headlight .
4847077399.jpg; A woman with long dark hair , a blue t-shirt and jeans carrying a cream colored long-haired dog in a blue pouch while several women and a man smiled and looked on .
4847077399.jpg; A group of travelers browse and enjoy a local market .
4847077399.jpg; A lot of people are standing and one woman in a blue tee and jeans have a dog in a bag .
4887777271.jpg; A man in a bright red jacket makes his way through a crowded public area .
4887777271.jpg; Dozens of people are walking on a huge plaza in front of a massive staircase .
4887777271.jpg; A large crowd with some walking in various directions and other seated on a large series of steps .
69551477.jpg; A new dad sees that his fatherhood is continuing .
69551477.jpg; A man in a white shirt is wearing a hospital bracelet and holding a baby .
69551477.jpg; A man is holding a newborn baby .
4446482718.jpg; An elderly woman dressed in a jacket , gloves and sunglasses is pushing a basket on a busy city street .
4446482718.jpg; An elderly woman crossing the street with her shopping cart .
4446482718.jpg; A woman in gloves and a scarf crosses a busy street with a cart and Toys R Us bag .
483884616.jpg; A woman sings to a group of passersby in the middle of a street .
483884616.jpg; People sit and watch as a street performer is singing .
483884616.jpg; People gather to watch a street performer .
2695961935.jpg; A dog jumps over an obstacle outside .
2695961935.jpg; A black and white dog jumps over a hurdle .
2695961935.jpg; A dog jumping over high jump poles at show .
3414953159.jpg; A young boy is reading a book while laying on the grass near a private home .
3414953159.jpg; A boy laying down in the grass , next to a red stool , reading a book .
3414953159.jpg; A boy is reading a comic book in front of a red chair and a grill .
4953904637.jpg; A city street in which one women with a brown bag and white clothing passes a show store .
4953904637.jpg; A woman is standing in front of a display that has a model and numerous pairs of shoes .
4953904637.jpg; Young women carry a brown purse looking in the window of a shoe store .
275854404.jpg; Man in black hat and woman in pink dress walk down city street outside a bar .
275854404.jpg; Man and women walking on the street .
275854404.jpg; A white woman and black man walking down the street .
7002845832.jpg; There are a group of track runners bracing to take off .
7002845832.jpg; Six athletes on a track surrounded by bleachers are commencing a race from starting blocks .
7002845832.jpg; Five athletes line up at the start of a foot-race on a clay running surface inside a near empty sports arena .
3613994164.jpg; A boy in a blue shirt , a girl in a white shirt , a man in a black shirt and black cap , and a goateed man in a white shirt stand next to an inflatable slide while a boy in a white shirt and jeans bounces downwards .
3613994164.jpg; kids playing on a slide , one with a white shirt and blue jeans .
3613994164.jpg; Some people are standing around a large inflatable slide , watch a child slide down it .
3252056028.jpg; A volleyball player in an orange jersey performing a jump serve .
3252056028.jpg; A player jumping high in the air after hitting a volleyball .
3252056028.jpg; A male volleyball player in a yellow jersey is about to spike the ball .
2896804690.jpg; Two woman holding a basket inside a bar .
2896804690.jpg; These are ladies and a man , in a bar , passing out something in a basket .
2896804690.jpg; A woman and her friends reach into a basket at a bar .
2428997777.jpg; Two overweight black women wearing work uniforms are sitting on some steps .
2428997777.jpg; Two female workers sit on some steps during work .
2428997777.jpg; Two women workers sitting on steps .
7460584428.jpg; A group of girls high-five each other outside of a stone building .
7460584428.jpg; The girl of the white basketball team high-fives a member of the black team , while other girls gather .
7460584428.jpg; A group of women congratulate each other through the use of high-fives .
1159381599.jpg; A woman is doing flips on a trampoline in front of a lake .
1159381599.jpg; A woman does a somersault on a trampoline on the beach .
1159381599.jpg; Person in a brown sweatshirt does a flip in midair over a trampoline with a river and electrical lines in the background .
4471667766.jpg; A man and woman sit on a bench .
4471667766.jpg; An elderly couple are sitting on a bench .
4471667766.jpg; Two old people sitting on a bench .
6762541983.jpg; A nude man is leaping into a body of moving water secluded from the ocean in the background .
6762541983.jpg; Naked male jumping into a rapid stream .
6762541983.jpg; Rapids in the backgrounds with an individual enjoying the side effects .
483980949.jpg; People walking along a path on a sunny day .
483980949.jpg; People are walking by a building .
483980949.jpg; A group of people walking between two buildings .
2511787709.jpg; A woman helps a little girl scrawl something on a heavily-marked banner .
2511787709.jpg; A young girl signs a large banner while a woman holds it still .
2511787709.jpg; A dark-haired woman wearing a blue blouse and sunglasses holds a banner while a young girl with braided hair writes on the banner .
4090827772.jpg; A man rides a motorcycle in flip-flops .
4090827772.jpg; This man is wearing a red helmet and flip-flops and driving a Spyder .
4090827772.jpg; A man in green shorts and red helmet rides a motorcycle .
4603247500.jpg; A bald man standing to the side of a t-shirt display .
4603247500.jpg; A man in a white shirt is standing in a T-shirt booth .
4603247500.jpg; Bald white men stands in a shop with many shirts .
4752721674.jpg; Cameras set up on tripods along the side of a road barrier .
4752721674.jpg; Many video cameras are set up in front of a concrete wall .
4752721674.jpg; Several video cameras lined up behind a concrete wall .
323237063.jpg; Four men in lime green attire are breakdancing on the sidewalk as a group of pedestrians look on .
323237063.jpg; Three men in green outfits watch as a fourth man breakdances in front of a crowd and a tour bus parked on the street .
323237063.jpg; Four dancers on a street corner breakdancing for an audience .
371903.jpg; A man and a boy , perhaps a father and son , at a cookout , reading together .
371903.jpg; Two people are sitting and reading books at a cookout .
371903.jpg; Two men sit reading books in a smoke-filled area next to a table holding sweet corn and raw hotdogs .
923550133.jpg; Two girls are sitting outside on the ground in front of a lake .
923550133.jpg; Two girls sit under a tree by the water 's edge .
923550133.jpg; Two girls sitting beside the water near a tree .
2734986479.jpg; Two men , one in a red shirt and one in a green shirt , sit atop a tile roof .
2734986479.jpg; Two men on top of a roof fixing it .
2734986479.jpg; Two young men labor in the sun placing tiles on a roof .
4826833243.jpg; A large amount of pigeons swarm a grassy area with a tree , a woman in the background smiles at them .
