image;caption
3367204560.jpg; A baseball player reaches the base without being touched by the opposing player .
1432342377.jpg; Two people are standing near a curb outside a store .
6068604099.jpg; Two middle-aged men wearing matching hats are holding bagpipes while looking in the same direction .
1077546505.jpg; A boy rides down a slide into a small backyard pool .
2858818484.jpg; Women and child walking down a path in a grassy park .
3135424930.jpg; The lady in the red jacket is helping the other lady decide what to buy .
3640348910.jpg; Skateboarder does a trick on a ramp in front of a graffiti scene .
3934856289.jpg; A Japanese woman cleans a building from a museum .
3477676257.jpg; Lady reading a People magazine .
2436897339.jpg; Two soccer players both reach to kick a ball in a stadium full of people while others watch in anticipation .
1624481.jpg; Four soldiers are walking , and talking to each other while holding weapons .
1873655403.jpg; Three male construction workers are examining something in a field , two of them are holding shovels .
1248357227.jpg; The kids play in the wooded area near the water .
2815745115.jpg; A carnival worker surrounded by stuffed animals .
4604563597.jpg; A young man is using his cellphone while others around him are napping and reading .
5024991277.jpg; A man is singing into a microphone .
6883198537.jpg; A bearded man , wearing a hat and vest , is standing next to an open fire from a stove .
3663125350.jpg; A man holding a yellow surfboard facing the ocean .
1472053993.jpg; A skier going down the snowy hill .
3245525599.jpg; Woman carrying notebooks looking at a man in a parking lot .
7035403481.jpg; A goalie is catching a soccer ball .
3096163135.jpg; A child is wearing a red hat shaped like a hand .
2999730677.jpg; Two puppies are playing in the leaves .
3421129418.jpg; A teenager in striped shorts is leaping into the air on the beach .
2942094037.jpg; A child bouncing in a play and bounce .
2135070245.jpg; A little girl is drawing on a white paper with crayons while a grandfather is watching over her .
3335692531.jpg; Three large dogs , one brown and the others black , tussle over a red toy in the grass outside a building .
3309078113.jpg; People are walking along a sidewalk .
53081704.jpg; A man sits on a street bench , looking after three young boys .
112945950.jpg; A man and a woman are sitting down overlooking the water and the women is bending over .
5728470160.jpg; A man in a blue outfit shaking both hands crossed with a woman in a bright green outfit with red and blue diagonal stripes .
370197474.jpg; A seated man wearing a black jacket and blue jeans sculpts a bird out of a carrot .
83191345.jpg; A group of military aid troops are sitting down filling out paperwork in a room .
2222976136.jpg; A man wearing a blue hat and a blue shirt selling bananas from his wheel cart on the street .
3206999917.jpg; A young Lassie looking dog is in the snow .
2089953680.jpg; Two men , dresses in jackets and gloves , blowing leaves .
2407470303.jpg; A fluffy black-and-white dog runs from three people on a sandy beach .
2430018178.jpg; Five people are playing various instruments in a band .
3434426931.jpg; A man stands next to a horse-drawn sled piled with grass .
1049955899.jpg; Five hikers , one facing towards the camera and the others facing away from it , are walking through a rocky riverbed .
2781537312.jpg; Group of workers standing together around a building frame .
2900680078.jpg; a man is sitting in a wagon with a donkey attached
4558169132.jpg; A woman walks along a crowded street .
4859170265.jpg; Two woman are selling balloons to a busy crowd .
4876356155.jpg; Man sitting on a stool in front of a stall that sells football scarves .
3337809183.jpg; A man , wearing a florescent green jacket , cleaning up trash .
4871633378.jpg; A troop in mustard colored uniform marching behind a troop leader holding a sword .
3104661399.jpg; A line of children are walking through a park .
4690243307.jpg; People in a shopping center in an Asian city .
86987116.jpg; A man in a t-shirt and jeans is standing in a poorly lit room surrounded by construction materials .
3540768808.jpg; Runners in a marathon going uphill .
4659788392.jpg; A woman stands in front of a contemporary building .
845940422.jpg; A child with two dolls being handed to an older man with military members surrounding the pair .
4878818161.jpg; Woman and baby crossing street .
3454727622.jpg; A woman stands next to a child sitting on a horse on a carousel in front of the dizzy dragon ride .
4154171895.jpg; An older man sits on a subway or bus reading a tabloid in front of an Uncle Sam poster as a hanging plant sits beside him on the floor .
4707103760.jpg; Man in jacket waving the Puerto Rican flag outside .
4854810336.jpg; A man in a white shirt holds a gun as his woman and infant son look on .
7036494665.jpg; A girl in a white jacket is smiling while she holds a microphone .
222310878.jpg; A man dressed in his cultural robe , and sandals is waiting to cross the street .
2310336052.jpg; Two men are kicking a yellow and black ball over a net .
4379493825.jpg; girl in red and black raising her leg
5592562548.jpg; Confetti is in the air among a huge crowd of people at some kind of celebration .
909191414.jpg; A boy is leaping over a blue hose pipe as a little girl watches .
6929815804.jpg; An individual in a salmon colored polo shirt and jean shorts rides a small tractor outside .
3562050678.jpg; A group of people on a walkway .
51145626.jpg; A man with a blue shirt sitting on a bed and another man with a tan colored shirt and glasses laying on a bed .
3646927481.jpg; A man riding a green motorcycle jumping nine other green motorcycles .
506485519.jpg; A guy and a girl are rock climbing with backpacks on .
3337945724.jpg; A little girl plays with a camera tripod while an older woman watches , smiling .
2315973850.jpg; An asian man giving a speech .
36995794.jpg; Man with guitar holding a microphone in one hand and extending his other arm .
2073964624.jpg; a woman with glasses and a pink hat rides her bike .
1174525839.jpg; A girl leaps into the air while standing by the ocean .
7480077664.jpg; A man is giving a speech .
3171451305.jpg; Bald man , two women with beers , posing at event .
6037006359.jpg; A large white egg beater mixes the contents of the silver bowl .
7324774408.jpg; Three people are digging up dirt near a house .
434938585.jpg; a young girl standing outside a restaurant at night .
5727359138.jpg; A woman wearing sunglasses and a blue shirt , selling sea shells , looks at an older man wearing a black shirt and a cap .
5247590430.jpg; A female singer performs with her guitar .
3982486061.jpg; Boys on a field playing flag football with one boy wearing the red flag clutching the football while a boy with a yellow flag dives to get his red flag .
4465873363.jpg; A man bikes in a busy street during the day .
4796742329.jpg; A man walking in a buttoned up shirt on the right of the picture , in front of a black car .
2871392045.jpg; While standing on a stone stairway , a woman reaches towards the pink blossoms on a nearby tree .
3201259322.jpg; Female cheerleader doing a handstand on a court .
4838419142.jpg; Small child with turquoise shorts standing near a large tree .
2753907028.jpg; A man singing in front of a big heart .
3639105305.jpg; A woman and a girl sitting on a fence in front of a waterfall
1676898063.jpg; A young child is happy because her mother is smiling at her .
2420516613.jpg; Two men looking at a retro red sports car .
561204294.jpg; A group of kids are sitting around a room playing a board game .
3425414048.jpg; A boy in a Mets jersey poses on his bike .
3502459991.jpg; A person wearing yellow headphones shoots a gun at a target .
2919151852.jpg; A man wearing sunglasses , a blue sweatshirt and carrying a backpack walks across a busy crosswalk as cars in the background wait at a red light .
4015422919.jpg; A woman is blow drying a young boy 's hair in a hair salon .
77742716.jpg; Two elderly people are sitting on a couch by a younger woman in a pink shirt who is holding a baby .
241347823.jpg; Man in playing football in Sooners jersey number 19
96059112.jpg; A man dressed in a suit holding the hand of little boy , walking .
259314892.jpg; Two dogs fighting in a forest , with the legs of two men in jeans in the background
